"course_id","course_title","course_code","lab_theory","course_type_id","dept_id","semester","syllabus_intro_year","credits","total_internal","total_external","grad_level"
193,Horticulture,"3A12PLS",T,1,7,3,2014,3,8,32,UG
194,"Bryology, Pteridology, Gymnosperms and Paleobotany","4B04BOT/PL",T,1,7,4,2014,3,10,40,UG
195,Herbal Science,"4A13PLS",T,1,7,4,2014,3,8,32,UG
196,Plantation Management,"4A14PLS",T,1,7,4,2014,3,8,32,UG
197,Core Practical I,"4B05BOT/PL",L,1,7,4,2014,4,15,60,UG
198,General Practical 1,"4A15PLS",L,1,7,4,2014,4,8,30,UG
199,"Taxonomy, Morphology and Economic Botany","5B06BOT/PL",T,1,7,5,2014,4,10,40,UG
200,Microbiology and Plant Pathology,"5B07BOT/PL",T,1,7,5,2014,4,10,40,UG
201,Plant Physiology and Biochemistry,"5B08BOT/PL",T,1,7,5,2014,4,10,40,UG
202,"Bioinformatics, Instrumentation and Research Methodology","5B09BOT/PL",T,1,7,5,2014,3,10,40,UG
203,"Plant Tissue culture, Embryology and Palynology","6B10BOT/PL",T,1,7,6,2014,3,10,40,UG
204,"Genetics, Biostatitics and Evolution","6B11BOT/PL",T,1,7,6,2014,4,10,40,UG
205,Biotechnology and Crop improvement,"6B12BOT/PL",T,1,7,6,2014,4,10,40,UG
206,Cell and Molecular Biology,"6B13BOT/PL",T,1,7,6,2014,4,10,40,UG
207,Core Practical II,"6B14BOT/PL",L,1,7,6,2014,4,15,60,UG
208,Core Practical III,"6B15BOT/PL",L,1,7,6,2014,4,15,60,UG
209,Project,"6B16BOT/PL",L,1,7,6,2014,2,5,20,UG
210,Diversity of Life-Microbes & Thallophytes,"1C01BOT/PL",L,3,7,1,2014,2,8,32,UG
211,"Archaegoniatae, Palaeobotany And Reproduction In Angiosperms","2C02BOT/PL",L,3,7,2,2014,2,8,32,UG
212,"Angiosperms–Morphology, Systematics, Utility, Plant Breeding and Plant Pathology","3C03BOT/PL",L,3,7,3,2014,2,8,32,UG
213,Angiosperm - Anatomy and Physiology,"4C04BOT/PL",L,3,7,4,2014,2,8,32,UG
214,Practical Paper - I,"4C05BOT/PL",L,3,7,4,2014,2,8,30,UG
215,Mushroom Cultivation and Marketing,"5D01BOT/PL",L,2,7,5,2014,2,5,20,UG
216,Medicinal Plants,"5D02BOT/PL",L,2,7,5,2014,2,5,20,UG
217,Environmental Science,"5D03BOT/PL",L,2,7,5,2014,2,5,20,UG
218,Micro Economic Analysis-I,"1B01ECO",T,1,1,1,2014,5,10,40,UG
219,Micro Economic Analysis-II,"2B02ECO",T,1,1,2,2014,4,10,40,UG
220,Macro Economic Analysis-I,"3B03ECO",T,1,1,3,2014,5,10,40,UG
221,International Economics,"3B04ECO",T,1,1,3,2014,4,10,40,UG
222,Macro Economic Analysis-II,"4B05ECO",T,1,1,4,2014,4,10,40,UG
223,Environmental Economics,"4B06ECO",T,1,1,4,2014,4,10,40,UG
224,Basic Tools for Economic Analysis-I,"5B07ECO",T,1,1,5,2014,4,10,40,UG
225,Alternative Economics,"5B08ECO",T,1,1,5,2014,4,10,40,UG
226,Research Methods and Techniques for Economic Analysis,"5B09ECO",T,1,1,5,2014,4,10,40,UG
227,Development Economics,"5B10ECO",T,1,1,5,2014,4,10,40,UG
228,Economics of Banking and Finance,"5B11ECO",T,1,1,5,2014,4,10,40,UG
229,Basic Tools for Economic Analysis-II,"6B12ECO",T,1,1,6,2014,4,10,40,UG
230,Central Themes in Indian Economy,"6B13ECO",T,1,1,6,2014,4,10,40,UG
231,Public Economics,"6B14ECO",T,1,1,6,2014,4,10,40,UG
232,Basic Econometric Analysis,"6B15ECO",T,1,1,6,2014,4,10,40,UG
233,Project,"6B16ECO",T,1,1,6,2014,4,10,40,UG
234,Economics of Travel and Tourism,"5D01ECO",T,2,1,5,2014,2,5,20,UG
235,Kerala Economy,"5D02ECO",T,2,1,5,2014,2,5,20,UG
236,Economics of Share Market,"5D03ECO",T,2,1,5,2014,2,5,20,UG
237,Introductory Economics-I,"1C09ECO",T,3,1,1,2014,4,10,40,UG
238,Introductory Economics-II,"2C10ECO",T,3,1,2,2014,4,10,40,UG
239,Population Studies,"1C05ECO",T,3,1,1,2014,4,10,40,UG
240,Regional Economics,"2C06ECO",T,3,1,2,2014,4,10,40,UG
241,Sahithyaganangal,"1A07MAL",T,4,5,1,2014,4,10,40,UG
242,Gadyaroopangal,"2A08MAL",T,4,5,2,2014,4,10,40,UG
243,Malayalakavitha,"3A09MAL",T,4,5,3,2014,4,10,40,UG
244,Rachana-Vivarthanam,"4A10MAL",T,4,5,4,2014,4,10,40,UG
245,Sahithyaroopangal,"1A07-1MAL",T,4,5,1,2014,4,10,40,UG
246,Gadyamathrukakal,"2A08-1MAL",T,4,5,2,2014,4,10,40,UG
247,Sahithyavum Vivarthanvaum,"1A07-2MAL",T,4,5,1,2014,4,10,40,UG
248,Sahithyavibhagangal,"2A08-2MAL",T,4,5,2,2014,4,10,40,UG
249,Chalachithra Padanangal,"5D01MAL",T,2,5,5,2014,2,5,20,UG
250,Malayalam Computing,"5D02MAL",T,2,5,5,2014,2,5,20,UG
251,Keraleeyakalakal,"5D03MAL",T,2,5,5,2014,2,5,20,UG
252,Praacheena Madhyakaala Kavitha,"1B01MAL",T,1,5,1,2014,4,10,40,UG
253,Malayala Kavitha - Aadhunikam - Aadhunikaanantharam,"2B02MAL",T,1,5,2,2014,4,10,40,UG
254,Cherukadhaasahithyam,"3B03MAL",T,1,5,3,2014,4,10,40,UG
255,Malayala Sahityavimarshanam,"3B04MAL",T,1,5,3,2014,5,10,40,UG
256,Madhyama Parichayam,"4B05MAL",T,1,5,4,2014,4,10,40,UG
257,Paashchathya Sahithya Sidhaanthangal,"4B06MAL",T,1,5,4,2014,5,10,40,UG
258,Bhaasha Shaasthravaum Vyakaranavum,"5A07MAL",T,1,5,5,2014,4,10,40,UG
259,Novel Sahithyam,"5A08MAL",T,1,5,5,2014,4,10,40,UG
260,Pourasthya Sahithya Sidhaanthangal,"5B09MAL",T,1,5,5,2014,4,10,40,UG
261,Kerala Samskaaram,"5B10MAL",T,1,5,5,2014,4,10,40,UG
262,Nadodi Vijnaaneeyam,"5B11MAL",T,1,5,5,2014,4,10,40,UG
263,Arangum Porulum,"6B12MAL",T,1,5,6,2014,4,10,40,UG
264,Parisththi Dalith Sthreevaadam,"6B13MAL",T,1,5,6,2014,4,10,40,UG
265,Pothu Vivara Shaasthram,"6B14MAL",T,1,5,6,2014,4,10,40,UG
266,Gadya Sahithyam,"6B15MAL",T,1,5,6,2014,4,10,40,UG
267,Project,"6B16MAL",T,1,5,6,2014,2,5,20,UG
268,Malayalasahithya Charithram - Part 1,"1C01MAL",T,3,5,1,2014,2,5,20,UG
269,Malayalasahithya Charithram - Part 2,"4C04MAL",T,3,5,4,2014,2,5,20,UG
270,Polymer Chemistry I,"3A11PCH",T,1,8,3,2014,3,8,32,UG
271,Polymer Chemistry II,"3A12PCH",T,1,8,3,2014,3,8,32,UG
272,Polymer Chemistry II - Practical,"3A12(A)PCH",L,1,8,3,2014,0,0,0,UG
273,Polymer Chemistry III,"4A13PCH",T,1,8,4,2014,3,8,32,UG
274,Polymer Chemistry III - Practical,"4A13(A)PCH",L,1,8,4,2014,4,8,32,UG
275,Polymer Chemistry IV,"4A14PCH",T,1,8,4,2014,3,8,32,UG
276,Communicative English I,"1A01ENG",T,4,2,1,2014,4,10,40,UG
277,Language Through Literature I,"1A02ENG",T,4,2,1,2014,3,10,40,UG
278,Communicative English II,"2A03ENG",T,4,2,2,2014,4,10,40,UG
279,Language Through Literature II,"2A04ENG",T,4,2,2,2014,4,10,40,UG
280,Reading in Prose and Poetry,"3A05ENG",T,4,2,3,2014,4,10,40,UG
281,Reading in Fiction and Drama,"4A06ENG",T,4,2,4,2014,4,10,40,UG
282,Management Concepts & Principles,"1B01COM",T,1,14,1,2014,2,10,40,UG
283,Financial Accounting,"1B02COM",T,1,14,1,2014,3,10,40,UG
284,Business Statistics,"1C01COM",T,3,14,1,2014,3,10,40,UG
285,Principles of Marketing,"2B03COM",T,1,14,2,2014,2,10,40,UG
286,Human Resource Management,"2B04COM",T,1,14,2,2014,2,10,40,UG
287,Quantitative Techniques for Business Decision,"2C02COM",T,3,14,2,2014,4,10,40,UG
288,Disaster Management,"3A11COM",T,1,14,3,2014,4,10,40,UG
289,Numerical Skills for Business,"3A12COM",T,1,14,3,2014,4,10,40,UG
290,Basics of Research Methodology,"3C03COM",T,3,14,3,2014,3,10,40,UG
291,Advanced Accounting,"3B05COM",T,1,14,3,2014,4,10,40,UG
292,Co-Operative Principles,"3B06COM",T,1,14,3,2014,3,10,40,UG
293,Business Regulatory Framework,"3C04COM",T,1,14,3,2014,3,10,40,UG
294,Entrepreneurship,"4A13COM",T,1,14,4,2014,4,10,40,UG
295,Environment Studies,"4A14COM",T,1,14,4,2014,4,10,40,UG
296,Income Tax Law & Practice I,"4B07COM",T,1,14,4,2014,4,10,40,UG
297,Informatics Skills,"4B08COM",T,1,14,4,2014,3,10,40,UG
298,Investment Management,"4B09COM",T,1,14,4,2014,3,10,40,UG
299,Corporate Law & Business Regulation,"4C05COM",T,3,14,4,2014,3,10,40,UG
300,Cost Accounting,"5B10COM",T,1,14,5,2014,4,10,40,UG
301,Corporate Accounting,"5B11COM",T,1,14,5,2014,4,10,40,UG
302,Auditing,"5B12COM",T,1,14,5,2014,3,10,40,UG
303,Income Tax Law & Practice II,"5B13COM",T,1,14,5,2014,4,10,40,UG
304,Co-Operative Laws,"5B14COM",T,1,14,5,2014,3,10,40,UG
305,Basic Accounting,"5D01COM",T,2,14,5,2014,2,10,40,UG
306,Management Accounting,"6B15COM",T,1,14,6,2014,4,10,40,UG
307,International Business,"6B16COM",T,1,14,6,2014,4,10,40,UG
308,Modern Banking,"6B17COM",T,1,14,6,2014,4,10,40,UG
309,Financial Markets & Services,"6B18COM",T,1,14,6,2014,3,10,40,UG
310,Market Research,"6B19COM",T,1,14,6,2014,3,10,40,UG
311,Project,"6B20COM",T,2,14,6,2014,2,10,40,UG
312,Social Formations in Early India,"1B01HIS",T,1,4,1,2014,5,10,40,UG
313,Social Formations in India: Continuity and Change,"2B02HIS",T,1,4,2,2014,4,10,40,UG
314,Methodology and Perspectives of Social Science,"3B03HIS",T,1,4,3,2014,4,10,40,UG
315,Culture in Transition,"3B04HIS",T,1,4,3,2014,4,10,40,UG
316,Kerala History and Culture in Pre Modern Period,"4B05HIS",T,1,4,4,2014,4,10,40,UG
317,Ideologies and Revolutions in the Modern World,"4B06HIS",T,1,4,4,2014,4,10,40,UG
318,Social Formation in Medieval India,"5B07HIS",T,1,4,5,2014,4,10,40,UG
319,Social Movements and Political Awakening in Modern Kerala,"5B08HIS",T,1,4,5,2014,4,10,40,UG
320,Historiography,"5B09HIS",T,1,4,5,2014,4,10,40,UG
321,Method and Writing of History,"5B10HIS",T,1,4,5,2014,4,10,40,UG
322,Archival Studies and Social Informatics,"5B11HIS",T,1,4,5,2014,4,10,40,UG
323,Indian Historiography,"6B12HIS",T,1,4,6,2014,4,10,40,UG
324,Problems in Contemporary World,"6B13HIS",T,1,4,6,2014,4,10,40,UG
325,Colonialism and Transformation of Indian Society,"6B14HIS",T,1,4,6,2014,5,10,40,UG
326,Freedom Struggle in India,"6B15HIS",T,1,4,6,2014,4,10,40,UG
327,Project,"6B16HIS",T,1,4,6,2014,4,10,40,UG
328,Social Reform Movement In Kerala,"5D01HIS",T,2,4,5,2014,2,10,40,UG
